,cold,drought,genotoxic,heat,osmotic,salt,UVB,Wounding
At2g11170,1,0,0,0,0,0,0,0
At2g11520,0,0,0,0,0,0,1,0
At2g12400,0,0,0,0,1,1,1,1
At2g13780,0,0,0,0,0,0,1,0
At2g13790,0,0,0,0,1,0,1,1
At2g13810,0,0,0,0,0,0,1,0
At2g13960,0,0,0,1,0,0,0,0
At2g14030,0,0,0,1,0,0,0,0
At2g14120,0,0,0,1,0,0,0,0
At2g14290,0,1,0,0,0,0,1,1
At2g14900,0,0,0,1,0,0,0,0
At2g15020,1,0,0,0,0,0,1,0
At2g15040,0,0,1,0,0,0,1,0
At2g15080,0,0,0,0,1,0,0,0
At2g15120,0,0,0,0,1,0,0,0
At2g15320,0,0,0,0,0,0,0,1
At2g15390,0,0,0,0,1,0,1,0
At2g15480,0,0,0,0,1,0,1,0
At2g15490,0,0,0,0,0,0,1,0
At2g15760,0,0,0,0,0,0,1,1
At2g15790,0,0,0,1,0,0,0,0
At2g15880,1,0,0,0,0,0,0,0
At2g15970,0,0,0,0,1,1,0,1
At2g16120,0,0,0,1,0,0,0,0
At2g16250,0,0,0,1,0,0,0,0
At2g16350,1,0,0,0,0,0,0,0
At2g16630,0,0,0,0,0,0,0,1
At2g16660,0,0,0,0,0,0,0,1
At2g16720,1,0,0,1,1,0,1,1
At2g16835,0,0,0,1,0,0,0,0
At2g16890,1,0,0,0,0,0,1,0
At2g16900,0,0,0,0,0,0,0,1
At2g16990,0,0,0,0,1,1,0,0
At2g17040,0,1,0,0,1,0,1,1
At2g17120,0,0,0,0,1,0,1,0
At2g17130,0,0,0,0,0,0,1,0
At2g17220,0,0,0,0,0,0,1,0
At2g17230,0,0,1,1,0,0,0,0
At2g17270,0,0,0,0,0,0,1,0
At2g17280,0,0,0,0,0,0,0,1
At2g17290,0,0,0,0,1,0,1,1
At2g17300,0,0,0,0,0,0,1,0
At2g17380,0,0,0,1,0,0,0,0
At2g17480,1,0,0,0,0,0,0,1
At2g17660,1,0,0,0,1,0,0,1
At2g17670,0,0,0,0,0,0,1,0
At2g17680,0,0,0,0,1,1,0,0
At2g17710,0,0,0,0,0,0,1,0
At2g17720,0,0,0,0,0,0,1,0
At2g17740,0,0,0,0,0,0,1,0
At2g17760,0,0,0,0,0,0,1,0
At2g17840,1,1,1,0,1,1,1,1
At2g17870,0,0,0,1,0,0,0,0
At2g17880,0,0,1,0,0,0,0,0
At2g17900,0,0,0,1,0,0,0,0
At2g18010,0,0,0,1,0,0,0,0
At2g18050,0,0,0,0,1,0,0,0
At2g18120,0,0,0,0,0,0,1,0
At2g18170,0,0,0,0,1,1,0,0
At2g18190,0,0,1,0,0,0,1,0
At2g18210,0,0,0,0,1,0,1,0
At2g18220,0,0,0,1,0,0,1,0
At2g18340,0,0,0,0,1,0,0,0
At2g18410,0,0,0,1,0,0,0,0
At2g18510,0,0,0,1,0,0,0,0
At2g18650,0,0,0,0,0,0,1,0
At2g18660,0,0,0,0,1,0,1,0
At2g18680,1,0,0,0,1,0,1,0
At2g18690,0,0,0,0,1,0,1,0
At2g18810,0,0,0,1,0,0,0,0
At2g18890,0,0,0,1,0,0,0,0
At2g18900,0,0,0,0,0,0,1,0
At2g18950,0,1,0,0,0,0,0,0
At2g19130,0,0,0,0,1,0,1,0
At2g19190,0,0,0,0,1,0,0,0
At2g19310,0,0,0,1,0,0,0,0
At2g19340,0,0,0,1,0,0,0,0
At2g19440,1,0,0,0,0,0,1,1
At2g19580,0,0,0,1,0,0,0,0
At2g19640,0,0,0,1,0,0,0,0
At2g19710,0,0,0,0,0,0,1,1
At2g19810,0,1,1,0,1,1,0,0
At2g19860,0,0,0,0,1,1,0,0
At2g19970,0,0,0,0,0,0,0,1
At2g19980,1,0,0,0,0,0,0,0
At2g20145,0,0,0,0,1,0,1,1
At2g20320,0,0,0,0,0,0,1,0
At2g20340,0,1,0,0,0,0,0,1
At2g20370,0,1,0,0,0,0,0,1
At2g20480,0,0,0,0,0,0,1,0
At2g20550,0,0,0,1,0,0,0,0
At2g20560,0,0,0,1,0,0,1,0
At2g20570,0,0,0,1,0,1,0,0
At2g20585,0,0,0,1,0,0,0,0
At2g20630,0,0,0,0,0,0,0,1
At2g20720,0,0,0,1,0,0,1,0
At2g20750,1,1,0,1,1,1,0,0
At2g20780,0,0,0,0,0,0,1,0
At2g20800,0,0,0,0,0,0,1,0
At2g20840,0,0,0,0,0,0,0,1
At2g20870,0,0,0,0,0,0,1,0
At2g20880,0,1,0,0,1,0,0,0
At2g20900,0,0,0,0,0,0,1,0
At2g20940,0,0,0,1,0,0,1,0
At2g20960,0,0,0,0,1,0,1,0
At2g21120,0,0,0,0,0,0,1,0
At2g21130,0,0,0,1,1,0,0,0
At2g21150,0,0,0,1,0,0,0,0
At2g21180,0,0,0,0,0,1,0,0
At2g21200,0,1,0,0,0,0,0,0
At2g21510,0,0,0,0,0,0,0,1
At2g21560,0,0,0,1,1,1,0,0
At2g21590,0,0,0,0,1,1,0,0
At2g21620,0,0,0,0,1,0,1,1
At2g21640,0,0,0,1,0,0,1,0
At2g21680,0,0,0,1,0,0,0,0
At2g21820,0,0,0,1,1,1,0,0
At2g21830,0,0,0,0,0,1,0,0
At2g21940,0,0,0,1,0,0,0,0
At2g22010,0,0,0,0,1,0,1,1
At2g22020,0,1,0,0,1,0,1,0
At2g22080,0,1,0,0,0,0,0,1
At2g22100,0,0,0,0,0,0,1,0
At2g22190,0,1,0,0,1,1,0,0
At2g22200,0,1,0,0,1,1,0,1
At2g22240,0,1,0,0,1,1,0,0
At2g22300,0,0,0,0,0,0,1,0
At2g22330,0,1,0,0,0,0,1,1
At2g22430,0,1,0,0,1,1,0,0
At2g22470,0,0,0,0,1,1,0,1
At2g22500,1,1,0,0,1,0,1,1
At2g22620,0,0,0,1,0,0,0,0
At2g22660,0,0,0,0,1,0,0,0
At2g22760,0,0,0,0,0,0,0,1
At2g22770,0,0,0,0,0,0,0,1
At2g22800,1,0,0,0,0,0,0,0
At2g22810,0,1,0,0,0,0,0,1
At2g22840,1,0,0,0,0,0,0,0
At2g22850,0,0,0,1,0,0,0,1
At2g22860,0,0,0,0,0,0,1,1
At2g22880,0,0,0,0,1,0,1,1
At2g22900,0,0,0,0,0,0,0,1
At2g22970,0,0,0,1,0,0,0,0
At2g23000,0,1,0,0,0,0,0,0
At2g23110,0,0,0,1,0,0,0,0
At2g23120,1,0,0,0,1,1,1,1
At2g23170,0,0,0,0,0,0,0,1
At2g23200,0,0,1,0,0,0,1,0
At2g23210,0,0,0,0,0,1,0,0
At2g23270,0,0,0,0,1,0,1,0
At2g23320,0,0,0,0,0,0,1,1
At2g23330,0,0,0,0,1,0,1,0
At2g23340,0,1,0,0,1,0,0,1
At2g23450,0,0,0,0,0,0,1,0
At2g23570,0,0,0,1,0,0,0,0
At2g23680,0,0,0,0,1,0,1,0
At2g23770,0,0,0,0,0,0,1,0
At2g23780,0,0,0,1,0,0,0,0
At2g23810,1,1,0,0,1,0,1,1
At2g23890,0,0,0,1,0,0,1,0
At2g23910,0,0,0,0,0,0,1,0
At2g24040,0,0,0,1,0,0,0,0
At2g24100,0,0,0,1,0,0,0,0
At2g24120,0,0,0,1,0,0,0,0
At2g24160,0,0,1,0,0,0,0,0
At2g24180,0,0,0,0,1,0,0,0
At2g24210,0,1,0,0,0,0,0,0
At2g24240,1,0,1,0,1,1,0,0
At2g24300,0,0,0,1,0,0,0,0
At2g24310,0,0,0,0,0,1,0,0
At2g24330,0,0,0,0,0,0,0,1
At2g24360,0,0,0,0,0,0,1,0
At2g24540,0,0,0,0,0,1,1,0
At2g24560,0,0,0,0,0,0,0,1
At2g24600,0,1,0,0,1,0,1,1
At2g24610,0,0,0,0,0,0,0,1
At2g24790,0,0,0,1,0,0,0,0
At2g24850,0,1,0,0,1,0,1,1
At2g24960,0,0,0,1,0,0,0,0
At2g25030,1,0,0,0,0,0,0,0
At2g25110,0,0,0,1,0,0,0,0
At2g25140,0,0,0,1,0,0,1,0
At2g25190,0,0,0,0,0,0,1,0
At2g25200,0,0,1,0,0,0,0,0
At2g25250,1,0,0,0,0,0,0,1
At2g25440,0,0,0,0,0,0,1,0
At2g25460,0,1,0,0,0,0,0,1
At2g25530,0,0,0,0,0,0,1,0
At2g25620,0,0,0,0,0,0,1,0
At2g25625,0,0,0,0,1,1,0,0
At2g25690,1,1,0,0,1,1,0,0
At2g25700,0,0,0,0,0,0,1,0
At2g25820,0,0,0,0,0,0,0,1
At2g25850,0,0,0,0,0,0,1,0
At2g25920,0,0,0,1,0,0,0,0
At2g25950,0,0,0,1,0,0,0,0
At2g26000,0,0,0,1,0,0,0,0
At2g26140,0,0,0,1,0,0,0,0
At2g26150,0,0,0,1,0,0,1,0
At2g26190,0,0,0,0,1,0,1,1
At2g26300,0,0,0,0,0,0,1,0
At2g26440,0,0,0,0,1,0,1,0
At2g26480,0,0,0,0,0,0,1,0
At2g26530,0,1,0,0,1,0,1,1
At2g26560,0,0,0,0,1,0,1,0
At2g26570,0,0,0,0,0,1,0,0
At2g26600,0,0,0,0,1,0,1,0
At2g26620,1,0,0,0,0,0,0,0
At2g26690,0,1,0,1,0,0,0,0
At2g26710,1,0,0,0,0,0,0,0
At2g26790,0,0,0,1,0,0,0,0
At2g27080,1,0,0,0,0,0,0,1
At2g27100,0,0,0,1,0,0,0,0
At2g27150,0,0,0,0,1,0,0,0
At2g27200,0,0,0,1,0,0,0,0
At2g27260,1,0,0,0,0,0,1,1
At2g27270,0,1,0,0,0,0,0,0
At2g27310,0,1,0,0,1,0,1,1
At2g27500,1,0,0,1,0,0,0,1
At2g27550,0,0,0,1,0,0,0,0
At2g27580,0,0,0,1,0,0,0,0
At2g27690,0,1,0,0,0,0,1,1
At2g27830,0,0,1,0,0,0,0,0
At2g27940,0,0,0,0,0,0,0,1
At2g27950,0,0,0,0,1,0,0,0
At2g28080,0,0,0,0,0,0,1,0
At2g28085,0,0,0,0,0,0,0,1
At2g28400,0,1,0,0,1,1,1,1
At2g28510,0,0,0,0,0,0,0,1
At2g28550,0,0,0,0,0,0,0,1
At2g28570,0,0,0,0,0,0,1,0
At2g28620,0,0,0,1,0,0,1,0
At2g28820,0,0,0,0,0,0,1,0
At2g28830,0,0,0,0,0,0,1,0
At2g28840,0,1,0,0,1,0,0,0
At2g28900,0,0,0,0,0,0,0,1
At2g28940,0,0,0,0,1,0,0,0
At2g29090,0,0,0,0,1,1,0,0
At2g29300,0,0,0,1,0,0,0,0
At2g29400,0,0,0,1,0,0,0,0
At2g29410,0,0,0,0,0,0,1,0
At2g29440,0,1,0,0,0,0,0,1
At2g29450,0,0,0,1,0,0,0,1
At2g29460,0,0,0,0,1,0,1,0
At2g29470,0,0,0,0,1,0,1,0
At2g29500,0,0,0,1,0,0,1,0
At2g29720,0,0,0,0,0,0,1,0
At2g29990,0,0,0,0,1,1,1,0
At2g30000,0,0,0,1,0,0,0,0
At2g30020,1,1,0,0,1,0,1,1
At2g30040,1,0,0,0,0,0,1,1
At2g30140,0,0,0,0,0,0,1,0
At2g30160,0,0,0,1,0,0,0,0
At2g30250,0,0,1,1,0,0,1,0
At2g30260,0,0,0,1,0,0,0,0
At2g30350,0,0,0,1,0,0,0,0
At2g30360,0,1,1,0,1,1,1,1
At2g30400,0,0,0,0,0,0,1,0
At2g30420,1,0,0,0,0,0,0,0
At2g30470,0,0,1,0,0,0,0,0
At2g30480,0,0,0,1,0,0,0,0
At2g30500,0,0,0,0,0,0,0,1
At2g30540,0,0,0,1,0,0,1,1
At2g30550,0,0,0,1,1,1,1,0
At2g30640,0,0,0,1,0,0,0,0
At2g30750,0,0,0,0,1,0,0,0
At2g30770,0,0,0,0,1,0,1,0
At2g30790,0,0,0,0,0,1,0,0
At2g30820,0,0,0,0,0,0,1,0
At2g30830,0,1,0,0,0,0,0,1
At2g30870,0,0,0,0,1,0,1,1
At2g30900,0,0,0,0,0,0,1,0
At2g30990,0,0,0,0,0,0,0,1
At2g31010,0,0,0,0,0,0,0,1
At2g31080,0,0,0,1,0,0,0,0
At2g31130,0,0,0,0,1,0,0,0
At2g31230,0,0,0,0,1,0,1,0
At2g31240,0,0,0,0,0,0,1,0
At2g31320,0,0,1,0,0,0,0,0
At2g31370,1,0,0,0,0,0,0,0
At2g31725,0,0,0,1,0,0,1,0
At2g31730,0,0,0,1,0,0,0,0
At2g31830,0,0,0,1,0,0,0,0
At2g31880,0,0,0,0,1,0,1,1
At2g31945,0,0,0,0,0,0,1,0
At2g31950,0,0,0,0,1,0,1,0
At2g31980,0,0,0,0,0,0,1,0
At2g31990,0,1,0,0,1,0,1,0
At2g32020,0,0,0,0,0,0,1,0
At2g32030,0,0,0,0,1,0,1,1
At2g32120,0,0,0,1,0,0,0,0
At2g32140,0,1,0,0,1,0,1,1
At2g32150,0,0,0,0,0,0,0,1
At2g32160,0,0,0,0,1,0,0,0
At2g32190,0,0,0,0,0,0,1,1
At2g32210,0,1,0,0,0,0,1,1
At2g32240,0,0,0,0,1,0,1,1
At2g32250,0,1,0,0,1,0,1,1
At2g32340,0,0,0,1,0,0,0,0
At2g32510,0,0,0,0,1,1,0,1
At2g32520,0,0,0,1,0,0,0,0
At2g32560,0,0,0,1,0,0,0,0
At2g32570,0,0,0,1,0,0,0,0
At2g32600,0,0,0,1,0,0,0,0
At2g32680,0,0,0,0,1,0,1,0
At2g32800,0,1,0,0,1,0,0,0
At2g32890,0,0,0,1,0,0,0,0
At2g32920,0,0,0,1,0,0,0,0
At2g32930,0,1,0,0,0,0,1,1
At2g32940,0,0,0,1,0,0,0,0
At2g32990,0,1,0,0,0,1,0,0
At2g33380,0,1,0,0,1,1,1,1
At2g33580,0,1,0,0,1,0,1,1
At2g33590,0,0,0,1,1,0,0,0
At2g33710,0,0,0,0,0,0,1,0
At2g33735,0,0,0,1,0,0,0,0
At2g33740,0,0,0,1,0,0,0,0
At2g33810,0,0,0,1,0,0,0,0
At2g33830,0,0,1,0,0,0,0,0
At2g34040,0,0,0,1,0,0,0,0
At2g34090,1,0,0,0,0,0,0,0
At2g34260,0,0,0,0,0,0,1,0
At2g34490,0,1,0,0,0,0,0,0
At2g34500,0,0,0,0,0,0,1,0
At2g34590,0,0,0,1,0,0,0,0
At2g34600,0,0,0,0,0,0,0,1
At2g34650,1,1,0,0,1,0,1,1
At2g34670,0,0,0,0,0,0,1,0
At2g34770,0,0,0,1,0,0,0,0
At2g34780,0,0,0,1,0,0,0,0
At2g34810,0,1,0,0,1,1,0,1
At2g34840,0,0,0,1,0,0,0,0
At2g34850,0,0,0,0,1,1,0,0
At2g34900,0,0,0,1,0,0,0,0
At2g34910,0,0,0,0,0,0,0,1
At2g34920,0,0,1,0,0,0,0,0
At2g34930,1,1,0,0,1,0,1,1
At2g35060,0,0,0,0,1,1,0,0
At2g35070,0,0,0,0,1,0,0,0
At2g35210,0,0,0,0,0,0,0,1
At2g35230,0,0,0,1,0,0,0,0
At2g35290,1,0,0,0,1,0,1,1
At2g35300,0,0,0,0,1,1,0,0
At2g35310,0,0,0,1,0,0,0,0
At2g35470,0,0,0,1,0,0,0,0
At2g35480,0,0,0,0,0,0,1,0
At2g35650,1,0,0,0,0,0,1,0
At2g35700,0,0,0,1,0,0,0,0
At2g35710,1,1,0,0,1,0,1,1
At2g35715,1,1,0,0,1,0,1,1
At2g35720,0,0,0,0,0,0,1,0
At2g35736,0,0,0,0,0,0,1,0
At2g35750,0,0,0,1,0,0,0,0
At2g35930,1,0,0,0,0,0,1,1
At2g35940,0,1,0,0,1,1,0,0
At2g35950,0,1,0,0,1,1,0,0
At2g35980,0,0,0,0,1,0,1,0
At2g36000,0,0,0,1,0,0,0,0
At2g36050,0,0,1,0,0,0,0,0
At2g36220,1,1,0,1,1,0,1,1
At2g36270,0,0,0,0,1,1,0,0
At2g36380,0,0,0,0,0,0,0,1
At2g36390,0,0,0,0,0,1,0,0
At2g36460,0,0,0,1,0,0,1,0
At2g36470,0,0,0,0,0,0,1,0
At2g36485,0,0,0,1,0,0,0,0
At2g36560,0,0,0,1,0,0,0,0
At2g36590,0,0,0,0,0,0,0,1
At2g36640,0,0,0,0,1,1,0,0
At2g36650,0,0,0,0,0,0,0,1
At2g36750,0,0,0,0,0,0,1,0
At2g36770,0,0,0,0,1,0,1,0
At2g36790,0,0,0,0,0,0,1,0
At2g36830,0,0,0,1,0,0,0,0
At2g36900,0,0,0,1,0,0,0,0
At2g37060,0,0,0,1,0,0,0,0
At2g37110,0,0,0,0,0,0,0,1
At2g37150,0,0,0,0,1,0,0,0
At2g37180,0,1,0,1,1,0,0,0
At2g37300,0,0,0,0,0,1,0,0
At2g37340,0,0,0,1,0,0,0,0
At2g37430,0,0,0,0,1,0,1,1
At2g37580,0,1,0,0,1,0,0,1
At2g37640,0,0,0,1,0,0,0,0
At2g37710,0,0,0,0,1,0,1,0
At2g37720,0,0,0,0,0,0,1,0
At2g37870,0,0,0,0,1,1,0,0
At2g37890,0,0,0,0,0,0,1,0
At2g37900,0,1,0,1,1,1,0,1
At2g37940,0,0,0,0,1,0,1,1
At2g37970,1,0,0,0,0,0,1,0
At2g37980,0,0,0,0,1,0,1,0
At2g38000,0,0,0,0,0,0,0,1
At2g38010,0,0,0,0,0,0,0,1
At2g38090,0,0,0,0,0,1,0,0
At2g38210,0,0,0,0,0,0,1,0
At2g38240,0,1,0,0,0,0,0,1
At2g38250,0,0,0,0,0,0,1,1
At2g38290,0,0,0,0,0,0,1,1
At2g38340,0,0,0,0,0,0,1,0
At2g38360,0,0,0,0,0,0,1,1
At2g38400,0,0,1,0,0,0,0,0
At2g38465,0,0,0,1,0,0,1,0
At2g38470,1,1,0,0,1,0,1,1
At2g38530,0,0,0,0,0,0,0,1
At2g38560,0,0,0,1,0,0,0,0
At2g38640,0,1,0,0,1,1,0,0
At2g38740,0,0,0,0,1,1,0,0
At2g38750,0,1,0,0,0,0,0,1
At2g38760,0,1,0,0,0,0,0,1
At2g38790,1,1,0,0,1,0,1,1
At2g38820,0,0,0,0,1,0,0,0
At2g38830,0,0,0,0,0,0,1,0
At2g38860,0,0,0,0,1,0,1,0
At2g38905,0,0,0,0,0,1,0,0
At2g39020,0,0,0,1,0,0,0,0
At2g39030,0,1,0,0,1,1,1,1
At2g39050,0,1,0,0,1,1,0,0
At2g39110,0,0,0,1,0,0,0,0
At2g39120,0,0,0,0,0,0,1,0
At2g39130,0,0,0,0,0,0,0,1
At2g39220,1,0,0,0,0,0,0,0
At2g39230,0,0,0,0,0,0,1,0
At2g39250,0,1,0,0,1,0,0,0
At2g39330,0,1,0,0,0,0,0,1
At2g39350,0,0,0,0,1,0,0,0
At2g39400,0,0,0,0,1,0,0,0
At2g39420,0,1,0,0,0,0,0,1
At2g39450,0,0,0,0,0,1,0,0
At2g39650,0,1,0,0,1,0,1,1
At2g39660,0,0,0,0,0,0,1,0
At2g39700,0,1,0,0,0,1,0,0
At2g39725,0,0,0,0,0,0,0,1
At2g39770,0,1,0,0,0,0,0,1
At2g39980,0,0,0,0,0,0,0,1
At2g40080,1,0,0,0,1,1,0,0
At2g40090,0,0,0,0,0,0,1,0
At2g40130,1,1,0,0,1,1,0,0
At2g40140,1,1,0,0,1,0,1,1
At2g40180,0,1,0,0,0,0,1,1
At2g40230,0,0,0,0,0,0,0,1
At2g40240,0,0,0,0,0,0,1,0
At2g40300,0,1,0,1,0,0,0,0
At2g40435,0,1,0,0,1,1,0,0
At2g40460,1,0,0,0,0,0,0,0
At2g40475,0,1,0,1,0,1,0,0
At2g40500,0,0,0,1,0,0,0,0
At2g40610,1,0,0,0,0,0,0,0
At2g40700,0,0,0,0,0,0,1,0
At2g40750,1,0,0,0,0,0,1,1
At2g40780,0,0,0,0,0,0,1,0
At2g40830,0,0,0,1,0,0,0,0
At2g40900,0,0,0,0,1,1,0,0
At2g40950,0,0,0,1,0,0,0,0
At2g40960,0,0,0,1,0,0,0,0
At2g40970,0,0,0,0,0,1,0,0
At2g41000,0,0,0,0,0,0,1,0
At2g41010,1,1,0,0,1,0,1,1
At2g41020,0,0,0,1,0,0,0,0
At2g41040,0,0,0,0,0,0,1,0
At2g41070,0,0,0,1,0,0,0,0
At2g41100,0,0,0,0,0,0,1,1
At2g41110,0,0,0,0,0,0,1,1
At2g41160,0,0,0,1,0,0,0,0
At2g41170,0,0,0,1,0,0,0,0
At2g41180,0,0,0,0,1,0,1,0
At2g41190,0,0,0,0,1,1,0,0
At2g41210,0,0,0,0,1,1,0,0
At2g41330,0,0,1,0,0,0,0,0
At2g41340,0,0,0,1,0,0,0,0
At2g41380,0,0,0,0,0,0,1,0
At2g41500,0,0,0,1,0,0,0,0
At2g41630,0,0,0,0,0,0,1,0
At2g41640,1,0,0,0,0,0,1,1
At2g41730,0,0,0,1,0,0,1,0
At2g41800,0,0,0,1,0,0,0,1
At2g41870,0,1,0,0,1,1,0,0
At2g41880,0,0,0,0,0,0,1,0
At2g41900,0,1,0,0,1,1,0,0
At2g42150,0,0,0,0,0,0,0,1
At2g42200,1,0,0,0,0,0,0,0
At2g42270,0,0,0,1,0,0,0,0
At2g42330,0,0,0,1,0,0,0,0
At2g42350,0,0,0,0,0,0,1,0
At2g42360,0,0,0,0,0,0,1,0
At2g42380,0,0,0,1,0,0,0,0
At2g42530,0,1,0,0,1,1,1,1
At2g42540,0,1,0,0,1,1,1,1
At2g42580,0,0,1,0,0,0,0,0
At2g42710,0,0,0,1,0,0,0,0
At2g42750,0,0,0,0,0,1,0,0
At2g42760,0,1,0,0,1,1,0,1
At2g42790,0,0,0,0,1,1,0,0
At2g42870,1,0,1,0,0,0,0,0
At2g42950,0,0,0,0,0,0,1,0
At2g42990,0,0,0,0,0,0,1,0
At2g43000,0,0,0,0,1,0,1,0
At2g43010,0,0,0,1,0,0,0,0
At2g43020,0,1,0,1,1,1,0,1
At2g43320,0,0,0,0,0,0,1,1
At2g43500,0,0,0,0,1,1,0,0
At2g43520,0,0,0,0,0,0,0,1
At2g43530,0,1,0,0,0,0,0,1
At2g43535,0,1,0,0,0,0,0,0
At2g43540,0,0,0,0,1,0,0,0
At2g43550,0,1,0,0,0,0,0,1
At2g43570,0,0,0,0,1,0,0,0
At2g43580,0,0,0,0,1,0,0,0
At2g43590,0,0,0,0,1,0,0,0
At2g43630,0,0,0,1,0,0,0,0
At2g43810,0,0,0,1,0,0,0,0
At2g44070,0,0,0,0,0,0,1,0
At2g44080,0,0,0,0,0,0,1,0
At2g44130,0,0,0,1,0,0,0,0
At2g44170,0,0,0,1,0,0,0,0
At2g44180,0,0,0,0,0,0,1,0
At2g44200,0,0,0,0,0,0,1,1
At2g44300,0,0,0,0,0,1,0,0
At2g44480,0,0,0,0,1,0,0,0
At2g44490,0,0,0,0,0,0,1,0
At2g44500,0,0,0,0,0,0,1,1
At2g44510,0,0,0,1,0,0,0,0
At2g44580,0,0,0,0,0,0,1,1
At2g44840,0,1,0,0,1,0,1,1
At2g44940,1,1,0,0,0,0,0,0
At2g45080,1,0,0,0,0,0,0,0
At2g45350,0,0,1,0,0,0,0,0
At2g45380,1,0,0,0,0,0,0,0
At2g45400,0,0,0,1,0,0,0,0
At2g45460,0,0,1,0,0,0,0,0
At2g45510,0,0,0,0,1,0,0,0
At2g45560,1,1,0,0,0,0,0,0
At2g45570,0,0,0,0,1,0,0,0
At2g45600,0,1,0,0,1,1,0,0
At2g45680,0,0,1,0,0,0,0,1
At2g45760,0,0,0,0,0,0,1,0
At2g45800,1,1,0,0,0,0,0,0
At2g45820,0,0,0,0,0,0,0,1
At2g45920,0,0,0,1,0,0,0,0
At2g46140,0,0,0,0,1,0,1,0
At2g46150,0,0,0,0,1,0,0,0
At2g46240,0,0,0,1,0,0,0,1
At2g46270,0,1,0,0,1,1,1,1
At2g46310,1,0,1,0,0,0,1,0
At2g46360,0,0,0,1,0,0,0,0
At2g46370,0,1,0,0,0,0,0,1
At2g46400,1,1,0,0,1,0,1,1
At2g46440,0,0,0,0,1,0,1,0
At2g46500,0,0,0,0,0,0,1,1
At2g46510,0,1,0,0,0,0,0,1
At2g46520,0,0,0,0,0,0,0,1
At2g46530,0,0,1,0,0,1,0,0
At2g46600,0,1,0,0,0,0,1,1
At2g46610,0,0,1,1,0,0,0,0
At2g46620,1,1,0,0,1,1,1,0
At2g46650,0,0,0,0,0,0,1,1
At2g46660,0,0,1,1,1,1,0,0
At2g46680,0,1,0,0,1,1,0,0
At2g46710,0,0,0,1,0,0,0,0
At2g46780,0,0,0,1,0,0,0,0
At2g46790,0,1,0,1,0,1,0,0
At2g46940,0,0,0,0,1,0,0,0
At2g47000,0,0,0,0,0,0,1,0
At2g47010,0,0,0,0,0,0,1,0
At2g47020,0,1,0,0,0,0,0,0
At2g47050,1,0,0,0,0,0,0,0
At2g47060,0,1,0,0,0,0,1,1
At2g47130,0,0,0,0,1,0,1,0
At2g47140,0,0,0,0,0,0,1,0
At2g47180,0,1,0,1,0,0,0,1
At2g47190,0,0,0,0,0,0,1,0
At2g47260,0,0,0,0,0,0,0,1
At2g47270,0,0,0,0,0,0,1,0
At2g47410,0,0,0,1,0,0,0,0
At2g47440,0,0,0,1,0,0,0,0
At2g47460,0,0,0,0,0,0,1,0
At2g47520,0,0,0,0,0,0,1,0
At2g47550,0,0,0,0,0,0,0,1
At2g47600,0,0,0,0,1,1,0,0
At2g47680,0,0,1,0,0,0,1,1
At2g47710,0,0,0,1,0,0,0,0
At2g47730,0,0,0,1,0,0,0,0
At2g47750,0,0,1,1,0,0,0,0
At2g47770,0,1,0,0,1,1,0,0
At2g47780,0,1,0,0,1,1,0,1
At2g47790,0,0,0,1,0,0,0,0
At2g47890,0,0,0,0,0,0,1,1
At2g47920,0,0,0,1,0,0,0,0
At2g47950,0,0,0,0,0,0,0,1
At2g47990,0,0,0,1,0,0,1,0
At2g48010,0,0,0,0,0,0,1,0
At3g01070,0,0,0,1,0,0,0,0
At3g01100,0,0,0,1,0,0,0,0
At3g01110,0,0,0,1,0,0,0,0
At3g01160,0,0,0,0,0,0,1,0
At3g01170,0,0,0,0,1,0,0,0
At3g01210,0,0,0,1,0,0,0,0
At3g01290,0,0,0,0,0,0,1,0
At3g01350,0,0,0,0,1,0,0,0
At3g01430,0,0,0,0,0,0,0,1
At3g01470,0,0,0,0,1,1,0,0
At3g01560,0,0,0,1,0,0,0,1
At3g01630,0,0,0,0,0,0,1,0
At3g01820,0,0,0,0,0,0,1,0
At3g01830,1,1,0,0,1,0,1,1
At3g01930,0,1,0,0,0,0,0,0
At3g01960,1,0,0,0,0,1,0,0
At3g01970,0,0,0,0,0,0,1,0
At3g02070,0,0,0,0,0,0,1,0
At3g02230,0,1,0,0,0,0,0,1
At3g02310,0,0,0,0,0,0,1,0
At3g02400,0,0,1,0,0,0,0,0
At3g02480,0,1,0,0,1,1,0,1
At3g02555,0,0,0,1,0,0,0,0
At3g02570,0,0,0,0,0,0,0,1
At3g02750,0,0,0,0,0,0,0,1
At3g02770,0,0,0,0,0,0,1,0
At3g02800,0,1,0,0,1,0,1,0
At3g02840,1,0,0,0,1,0,1,1
At3g02860,0,0,0,1,0,0,0,0
At3g02875,0,1,0,0,0,0,0,1
At3g02880,0,0,0,0,0,0,0,1
At3g02990,0,0,0,1,0,0,0,0
At3g03020,0,0,0,0,0,0,1,1
At3g03050,0,0,0,0,0,0,0,1
At3g03060,0,0,0,1,0,0,1,0
At3g03170,0,0,0,0,1,1,0,0
At3g03190,0,1,0,0,0,0,0,0
At3g03270,0,0,0,1,0,0,1,0
At3g03310,0,0,0,1,1,1,0,0
At3g03320,0,0,0,1,0,0,0,0
At3g03420,0,0,0,1,0,0,0,0
At3g03440,0,0,0,0,1,1,1,0
At3g03450,0,1,0,1,0,0,0,0
